Time_Index,None,waste_biomass,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,hydrogen,west_south_central_naturalgas_ccs90
3924,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3925,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3926,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3927,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3928,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3929,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3930,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3931,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3932,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3933,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3934,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3935,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3936,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3937,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3938,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3939,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3940,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3941,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3942,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3943,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3944,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3945,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3946,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3947,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3948,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3949,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3950,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3951,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3952,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3953,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3954,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3955,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3956,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3957,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3958,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3959,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3960,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3961,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3962,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3963,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3964,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3965,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3966,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3967,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3968,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3969,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3970,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3971,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3972,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3973,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3974,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3975,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3976,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3977,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3978,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3979,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3980,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3981,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3982,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3983,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3984,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3985,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3986,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3987,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3988,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3989,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3990,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3991,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3992,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3993,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3994,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3995,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3996,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3997,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3998,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
3999,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4000,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4001,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4002,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4003,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4004,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4005,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4006,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4007,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4008,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4009,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4010,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4011,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4012,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4013,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4014,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4015,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4016,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4017,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4018,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4019,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4020,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4021,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4022,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4023,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4024,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4025,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4026,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4027,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4028,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4029,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4030,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4031,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4032,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4033,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4034,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4035,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4036,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4037,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4038,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4039,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4040,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4041,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4042,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4043,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4044,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4045,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4046,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4047,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4048,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4049,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4050,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4051,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4052,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4053,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4054,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4055,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4056,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4057,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4058,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4059,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4060,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4061,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4062,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4063,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4064,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4065,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4066,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4067,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4068,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4069,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4070,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4071,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4072,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4073,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4074,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4075,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4076,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4077,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4078,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4079,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4080,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4081,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4082,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4083,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4084,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4085,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4086,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4087,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4088,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4089,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4090,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4091,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4092,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4093,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4094,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4095,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4096,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4097,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4098,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4099,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4100,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4101,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4102,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4103,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4104,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4105,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4106,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4107,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4108,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4109,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4110,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4111,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4112,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4113,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4114,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4115,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4116,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4117,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4118,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4119,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4120,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4121,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4122,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4123,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4124,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4125,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4126,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4127,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4128,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4129,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4130,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4131,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4132,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4133,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4134,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4135,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4136,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4137,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4138,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4139,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4140,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4141,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4142,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4143,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4144,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4145,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4146,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4147,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4148,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4149,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4150,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4151,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4152,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4153,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4154,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4155,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4156,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4157,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4158,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4159,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4160,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4161,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4162,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4163,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4164,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4165,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4166,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4167,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4168,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4169,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4170,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4171,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4172,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4173,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4174,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4175,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4176,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4177,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4178,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4179,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4180,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4181,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4182,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4183,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4184,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4185,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4186,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4187,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4188,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4189,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4190,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4191,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4192,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4193,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4194,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4195,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4196,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4197,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4198,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4199,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4200,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4201,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4202,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4203,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4204,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4205,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4206,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4207,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4208,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4209,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4210,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4211,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4212,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4213,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4214,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4215,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4216,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4217,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4218,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4219,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4220,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4221,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4222,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4223,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4224,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4225,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4226,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4227,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4228,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4229,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4230,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4231,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4232,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4233,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4234,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4235,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4236,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4237,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4238,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4239,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4240,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4241,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4242,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4243,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4244,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4245,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4246,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4247,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4248,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4249,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4250,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4251,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4252,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4253,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4254,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4255,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4256,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4257,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4258,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4259,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4260,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4261,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4262,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4263,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4264,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4265,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4266,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4267,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4268,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4269,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4270,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4271,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4272,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4273,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4274,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4275,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4276,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4277,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4278,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4279,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4280,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4281,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4282,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4283,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4284,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4285,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4286,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4287,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4288,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4289,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4290,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4291,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4292,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4293,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4294,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4295,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4296,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4297,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4298,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4299,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4300,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4301,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4302,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4303,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4304,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4305,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4306,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4307,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4308,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4309,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4310,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4311,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4312,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4313,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4314,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4315,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4316,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4317,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4318,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4319,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
4320,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
