Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,85,23185.427039322793,69904.97043467952,3353.7947620922846
,,,,,,,,86,23493.295815320722,70346.23904180764,3377.865059427875
,,,,,,,,87,23392.00999650707,70011.27605366947,3359.8123364261824
,,,,,,,,88,23721.94103006837,70753.40962020314,3402.938285819115
,,,,,,,,89,25385.635816324273,74783.99719303938,3624.5856071176786
,,,,,,,,90,27584.84176343651,80741.1233892691,3946.525833981202
,,,,,,,,91,30309.530572512635,88232.66087846707,4336.665236628899
,,,,,,,,92,29611.560969598766,88051.13901962573,4293.539287235966
,,,,,,,,93,26140.766722925055,78188.78565031209,3757.975171519076
,,,,,,,,94,24918.31708793654,73803.1774253773,3526.298559664017
,,,,,,,,95,23439.14300130154,69375.44810612575,3293.6190187533084
,,,,,,,,96,21418.44077447475,63192.673190341884,2987.7256567801783
,,,,,,,,97,19858.037466810983,57670.798302052186,2726.9641023112804
,,,,,,,,98,18579.4293580248,53682.331823532724,2542.425156071753
,,,,,,,,99,17953.663507136505,51779.86239689169,2458.179115397186
,,,,,,,,100,17668.85981859119,50793.025330041506,2413.0473078929535
,,,,,,,,101,17692.927735933048,51176.12671168456,2438.1205342841936
,,,,,,,,102,17999.79368204173,52552.082459365905,2509.328497235316
,,,,,,,,103,19646.440360180488,58337.71562873447,2797.169136206753
,,,,,,,,104,22304.942396566505,68485.89070948337,3330.7273938123435
,,,,,,,,105,24497.12853445403,74702.76365399988,3634.6148976741747
,,,,,,,,106,24166.19467100349,72814.3345921311,3521.283914385769
,,,,,,,,107,23507.33543377014,69939.06846341214,3346.7742587027374
,,,,,,,,108,22773.26395484348,68453.79844714678,3277.5721538629145
,,,,,,,,109,23137.291204639077,69239.05599119524,3315.6834579775996
,,,,,,,,110,23520.372222330312,69778.60715172919,3345.771329647088
,,,,,,,,111,23283.704368468712,69525.88058582853,3332.733251923643
,,,,,,,,112,23607.618422694544,70264.00261957012,3376.8621303722257
,,,,,,,,113,25051.693463206,74282.55559403014,3596.5035935594897
,,,,,,,,114,27068.384370475815,79675.05854977547,3891.364735920474
,,,,,,,,115,29702.818489519974,86459.56338437041,4246.4016216204345
,,,,,,,,116,28890.526279232283,85904.9689758662,4187.228807337107
,,,,,,,,117,25564.139536609717,76232.16053097804,3661.6939821767137
,,,,,,,,118,24392.83422597265,71837.5263572611,3429.014441266005
,,,,,,,,119,23037.00821571467,67229.27806236623,3190.317326021399
,,,,,,,,120,21236.928564521575,61099.65595607734,2887.4327512152176
,,,,,,,,121,19757.754477886578,55872.62872800507,2636.700487302816
,,,,,,,,122,18278.58039125158,52062.67545873289,2453.164470118938
,,,,,,,,123,17507.404206422896,49659.76731628064,2341.8393449418318
,,,,,,,,124,17118.306209396196,48292.83751738146,2275.6460272689574
,,,,,,,,125,17108.277910503755,48357.02204205464,2285.6753178254535
,,,,,,,,126,17284.775971010713,49115.20173975661,2326.7954091070874
,,,,,,,,127,18678.709517059964,53762.5624793742,2559.4749500177963
,,,,,,,,128,20709.440042779195,62232.913969838206,2999.7608054479733
,,,,,,,,129,22916.668629005384,68690.47888187914,3323.7068904227963
,,,,,,,,130,22723.12246038128,67673.55531908841,3257.5135727499223
,,,,,,,,131,22423.276323497303,66270.52172506058,3159.226525296261
,,,,,,,,132,21990.053811343867,66197.31125160522,3160.2294543519106
,,,,,,,,133,22436.313112057476,67462.94984750454,3226.4227720247845
,,,,,,,,134,22745.18471794465,68471.85034471111,3280.5809410298634
,,,,,,,,135,22716.102651156572,68724.57691061177,3293.6190187533084
,,,,,,,,136,23012.940298372814,69654.2496351749,3346.7742587027374
,,,,,,,,137,24459.020998662756,73764.06498065458,3571.430367168249
,,,,,,,,138,26229.015753178533,78949.9739976081,3856.2622189727376
,,,,,,,,139,28288.828345685844,84087.74462105673,4131.0647802207295
,,,,,,,,140,27124.54284427348,82093.009940198,4003.69279015323
,,,,,,,,141,23613.63540203001,71803.42832852848,3451.0788804902963
,,,,,,,,142,22272.851840110696,66783.99792244603,3189.314396965749
,,,,,,,,143,21209.852157511985,62955.99275560953,2989.7315148914777
,,,,,,,,144,19763.771457222043,58365.79635827898,2758.054903036418
,,,,,,,,145,18544.33031190126,53997.237147710526,2546.4368722943514
,,,,,,,,146,18489.174667992836,52169.98396092087,2492.2787032892725
,,,,,,,,147,17183.49015219706,48362.036458044735,2305.7338989384457
,,,,,,,,148,16779.349706831705,46779.48677157159,2233.523006931674
,,,,,,,,149,16434.376224931744,46114.57521128534,2206.4439224291345
,,,,,,,,150,16184.671582509973,45911.99280528561,2196.4146318726384
,,,,,,,,151,16801.411964395073,47932.80244929283,2299.716324604548
,,,,,,,,152,17469.296670631622,51260.36890031811,2479.2406255658275
,,,,,,,,153,18667.67838827828,54948.97330263005,2655.7561393601586
,,,,,,,,154,19419.80080521133,58347.74446071465,2825.251149764942
,,,,,,,,155,20749.55323834896,62868.74191738192,3046.898471063505
,,,,,,,,156,21593.936005092462,66024.81534154605,3208.3700490230917
,,,,,,,,157,22828.419598751905,69366.4221573436,3372.8504141496273
,,,,,,,,158,23916.490028581717,72369.0544522109,3534.321992109214
,,,,,,,,159,23875.37400312271,72421.20437850786,3542.345424554411
,,,,,,,,160,24288.539917491267,73027.94871330903,3569.4245090569502
,,,,,,,,161,24607.439822270877,73703.89198877348,3603.524096949037
,,,,,,,,162,25388.644305992006,75143.02937792998,3682.755492345356
,,,,,,,,163,25313.4320642987,74934.42967274215,3663.699840288013
,,,,,,,,164,27878.67092098502,81967.64954044568,4011.7162225984266
,,,,,,,,165,27605.901191110635,81838.2776079013,4009.710364487127
,,,,,,,,166,26418.55060224566,78066.43390015383,3814.1391986354542
,,,,,,,,167,25035.648184978094,73458.18560525896,3579.4537996134463
,,,,,,,,168,23054.05632383182,67594.32754644495,3280.5809410298634
,,,,,,,,169,20661.30420809548,60778.733332711425,2935.573345886399
,,,,,,,,170,18283.594540697803,54009.27174608674,2593.574537909883
,,,,,,,,171,16794.392155170364,49876.39008705263,2385.968223390414
,,,,,,,,172,16360.166813127684,48587.68517759889,2326.7954091070874
,,,,,,,,173,16040.264078458827,48029.079236302605,2304.730969882796
,,,,,,,,174,15744.429261131827,47576.77891399627,2283.6694597141545
,,,,,,,,175,16157.595175500383,49027.950901529,2358.8891388878747
,,,,,,,,176,16587.809197986087,51673.55677790173,2503.310922901418
,,,,,,,,177,17707.970184271708,54862.72534760046,2656.759068415808
,,,,,,,,178,18668.681218167523,57946.59118150726,2812.213072041497
,,,,,,,,179,20074.6487228877,62097.52473810571,3016.8105993940167
,,,,,,,,180,20865.88150550127,64690.98068818148,3149.197234739765
,,,,,,,,181,22193.62827886041,67834.01663077137,3302.6453802541546
,,,,,,,,182,23732.972158850054,71514.59796749915,3495.207758938879
,,,,,,,,183,24078.948470639254,72277.79208119122,3538.3337083318124
,,,,,,,,184,24665.603955847033,72938.69210868538,3568.4215800013003
,,,,,,,,185,25211.143415595805,73848.30716928813,3613.553387505533
,,,,,,,,186,26162.828980488423,75785.87750785983,3717.858009293092
,,,,,,,,187,26332.307231770672,76839.90774897725,3760.983958686025
,,,,,,,,188,28801.27441908956,83822.98345677985,4109.000340996438
,,,,,,,,189,28570.623544563427,84114.82246740322,4125.047205886832
,,,,,,,,190,27289.006946109508,80229.65295827968,3922.4555366456116
,,,,,,,,191,25566.145196388206,74970.53346787082,3655.6764078428164
,,,,,,,,192,23183.421379544307,67993.4750592563,3305.6541674211035
,,,,,,,,193,20530.93632249375,59961.38352632637,2901.473757994312
,,,,,,,,194,17186.498641864793,50365.79708768564,2399.006301113859
,,,,,,,,195,16351.141344124488,47684.087416184244,2268.62552387941
,,,,,,,,196,16002.156542667553,46683.209984561814,2220.484929208229
,,,,,,,,197,16031.238609455631,46890.806806551635,2235.5288650429734
,,,,,,,,198,16246.847035643104,48098.278176965876,2297.710466493249
,,,,,,,,199,17816.27581231007,53222.008435642245,2553.4573756838986
,,,,,,,,200,20831.785289266973,63985.95379997449,3125.1269374041744
,,,,,,,,201,22884.578072549575,69505.82292186817,3389.9002080956707
,,,,,,,,202,22958.787484353634,69533.90365141268,3371.8474850939774
,,,,,,,,203,23008.92897881584,69696.37072949167,3347.777187758387
,,,,,,,,204,22858.504495429228,70909.85939909401,3404.9441439304146
,,,,,,,,205,23713.918390954415,73494.28940038763,3528.3044177753163
,,,,,,,,206,24351.718200513642,75479.9981324642,3628.597323340277
,,,,,,,,207,24409.882334089798,76132.87509437422,3658.6851950097653
,,,,,,,,208,24835.082207129282,77059.53916934329,3711.840434959194
,,,,,,,,209,26642.181667547087,81336.83600889206,3945.5229049255527
,,,,,,,,210,29178.33845744533,87794.400920933,4293.539287235966
,,,,,,,,211,31847.87162261303,95290.95282612108,4685.6845479949625
,,,,,,,,212,30455.94373634227,92988.33300347066,4540.25983492577
,,,,,,,,213,26526.85623028402,82269.51738304924,3963.5756279272455
,,,,,,,,214,24935.365196053688,76944.20760157116,3689.775995734903
,,,,,,,,215,23202.47514743994,71373.19143657855,3401.9353567634657
,,,,,,,,216,20956.136195533236,64451.29160385507,3062.945335953899
,,,,,,,,217,19252.32821370757,59102.91550882256,2808.2013558188987
,,,,,,,,218,17732.038101613565,55146.54129263969,2626.6711967463198
,,,,,,,,219,16955.84776733866,52788.76289409827,2519.357787791812
,,,,,,,,220,16550.704492084056,51654.50199713938,2466.202547842383
,,,,,,,,221,16547.696002416324,51861.09593593118,2482.2494127327764
,,,,,,,,222,16700.126145581424,53206.965187671965,2550.4485885169497
,,,,,,,,223,18158.240804542293,58888.298504446604,2835.280440321438
,,,,,,,,224,20996.249391103,71208.71859210353,3495.207758938879
,,,,,,,,225,22936.725226790266,77264.12734173905,3783.0483979103165
,,,,,,,,226,23029.988406489963,75985.4512642655,3694.790641013151
,,,,,,,,227,23076.11858139519,74594.45226861388,3587.477232058643
,,,,,,,,228,23136.288374749834,74457.05727048535,3578.4508705577964
,,,,,,,,229,24066.914511968327,76398.63914184911,3667.7115565106114
,,,,,,,,230,24708.72564108453,77520.86544043178,3725.8814417382887
,,,,,,,,231,24832.07371746155,77599.09032987722,3727.887299849588
,,,,,,,,232,25357.55657942544,78721.3166284599,3790.0689012998637
,,,,,,,,233,27294.02109555573,83667.53656108699,4058.8538882139583
,,,,,,,,234,29690.784530849047,90383.84533821669,4422.917135414766
,,,,,,,,235,32130.669651379856,98182.26508600832,4832.112190119805
,,,,,,,,236,30835.013434476525,96955.73893483174,4733.825142666144
,,,,,,,,237,26976.12402066536,85743.50478098523,4126.050134942482
,,,,,,,,238,25502.966913365828,80573.64189520001,3856.2622189727376
,,,,,,,,239,23725.952349625346,74840.1586521284,3558.3922894448046
,,,,,,,,240,21484.62754716486,67586.30448086081,3201.3495456335445
,,,,,,,,241,19911.18745094092,61800.671311492246,2927.5499134412016
,,,,,,,,242,18594.47180636346,57670.798302052186,2725.961173255631
,,,,,,,,243,17844.3550492089,55679.0722707875,2633.691700135867
,,,,,,,,244,17476.31647985633,54803.555238917375,2589.562821687284
,,,,,,,,245,17499.38156730894,55491.53311275804,2628.677054857619
,,,,,,,,246,17689.919246265315,57013.909807350086,2704.899663086989
,,,,,,,,247,19321.52347606541,63120.46560008456,3007.7842378931705
,,,,,,,,248,22118.41603716711,73746.01308309026,3560.3981475561036
,,,,,,,,249,24278.511618598826,80588.68514317028,3900.3910974213204
,,,,,,,,250,23795.147611983186,77576.0240163228,3737.916590406084
,,,,,,,,251,23129.268565525126,73181.38984260586,3496.2106879945286
,,,,,,,,252,22416.256514272594,70808.56819609416,3386.891420928722
,,,,,,,,253,22764.238485840287,70915.87669828213,3396.920711485218
,,,,,,,,254,23131.274225303612,70834.64315924264,3399.929498652167
,,,,,,,,255,23115.22894707571,70207.8411604811,3370.844556038328
,,,,,,,,256,23509.341093548628,70815.58837848029,3410.9617182643124
,,,,,,,,257,25309.420744741725,75048.75835731626,3643.641259175021
,,,,,,,,258,27801.45301951323,80979.80959039749,3965.581486038545
,,,,,,,,259,30688.60027064689,87552.70607021055,4312.594939293309
,,,,,,,,260,29835.192034900192,87473.4782975671,4274.483635178623
,,,,,,,,261,26437.604370141296,77770.58335673838,3744.9370937956314
,,,,,,,,262,25384.63298643503,73785.12552781298,3531.313204942265
,,,,,,,,263,23892.42211123986,69495.79408988798,3307.660025532403
,,,,,,,,264,21895.787801754926,63647.98216224227,3019.8193865609655
,,,,,,,,265,20352.432602208308,58575.39894666484,2778.1134841494104
,,,,,,,,266,17998.790852152488,54384.350062145655,2607.6155446889775
,,,,,,,,267,17428.180645172615,53207.96807086999,2557.469091906497
,,,,,,,,268,17229.62032710229,52937.189607405,2546.4368722943514
,,,,,,,,269,17393.08159904907,54268.01561117551,2620.653622412422
,,,,,,,,270,17811.261662863846,56597.71328017242,2737.996321923426
,,,,,,,,271,19762.768627332796,63795.405992350985,3097.0449238459855
,,,,,,,,272,23575.527866238735,77680.32386891672,3837.206566915395
,,,,,,,,273,25703.532891214643,84649.35921194707,4180.20830394756
,,,,,,,,274,25320.45187352341,82247.45395269284,4030.7718746557694
,,,,,,,,275,25235.211332937663,80167.47420000253,3892.3676649761233
,,,,,,,,276,24892.24351081619,79350.12439361747,3850.24464463884
,,,,,,,,277,25570.156515945182,80465.33050981401,3896.379381198722
,,,,,,,,278,26115.695975693954,81474.2310070206,3948.5316920925015
,,,,,,,,279,26077.58843990268,81021.93068471427,3922.4555366456116
,,,,,,,,280,26500.782653163675,82075.96092583168,3977.61663470634
,,,,,,,,281,28459.309426857333,87721.19044747765,4279.498280456872
,,,,,,,,282,31176.978426708753,96319.91098728802,4735.831000777443
,,,,,,,,283,33946.79458080086,106237.42293249269,5255.3482516039385
,,,,,,,,284,33338.076838029716,106827.11825292754,5241.307244824844
,,,,,,,,285,29552.394006133367,95449.40837140799,4623.502946544687
,,,,,,,,286,28148.432161191675,90739.86887351325,4377.785327910533
,,,,,,,,287,26145.780872371273,84885.03676348142,4069.886107826104
,,,,,,,,288,23804.17308098638,77465.70686454077,3705.8228606252965
,,,,,,,,289,22169.560361518554,71691.10541035041,3434.029086544253
,,,,,,,,290,20823.762650153018,67182.14255205936,3226.4227720247845
,,,,,,,,291,20172.92605203362,65206.462651962975,3138.1650151276194
,,,,,,,,292,19834.972379358373,64061.17003982588,3085.00977517819
,,,,,,,,293,19919.210090054872,64390.11572877594,3110.08300156943
,,,,,,,,294,20058.6034446598,65711.91578376429,3178.2821773536034
,,,,,,,,295,21770.434065599416,72138.39131666665,3504.2341204397258
,,,,,,,,296,27320.094672676074,87329.06311705243,4338.671094740198
,,,,,,,,297,28664.889554152367,92113.81885479856,4562.324274150061
,,,,,,,,298,26529.86471995175,87481.50136315124,4291.533429124667
,,,,,,,,299,25461.85088790682,81694.86531058466,3964.578556982895
,,,,,,,,300,24494.120044786298,77383.47044230325,3752.960526240828
,,,,,,,,301,24608.442652160124,75966.39648350315,3675.7349889558086
,,,,,,,,302,24736.804877983363,75149.0466771181,3640.632472008072
,,,,,,,,303,24380.800267301718,73599.59213617956,3562.404005667403
,,,,,,,,304,24528.216261020596,73250.58878326914,3550.3688569996075
,,,,,,,,305,26170.851619602377,76884.03460969005,3752.960526240828
,,,,,,,,306,28559.59241578174,83155.06324689955,4092.953476106045
,,,,,,,,307,30677.569141865206,90660.64110086979,4490.113382143289
,,,,,,,,308,30344.629618636176,92147.91688353119,4525.215899091026
,,,,,,,,309,26780.572192262767,82474.10555544501,3994.6664286523833
,,,,,,,,310,25642.360267970755,78864.72892577654,3803.1069790233087
,,,,,,,,311,24112.04185698431,74895.31722801943,3586.4743030029936
,,,,,,,,312,22312.965035680456,69628.17467202642,3327.718606645395
,,,,,,,,313,20893.960742400104,65299.73078937869,3125.1269374041744
,,,,,,,,314,20358.449581543773,63893.6885457568,3095.039065734686
,,,,,,,,315,19243.30274470437,60591.19417468197,2936.5762749420483
,,,,,,,,316,18918.385860589296,59762.812653118715,2903.479616105611
,,,,,,,,317,18743.89345986083,59843.043308960194,2912.5059776064577
,,,,,,,,318,18667.67838827828,60406.663666246575,2940.5879911646466
,,,,,,,,319,19560.196989705495,63523.62464568798,3100.0537110129344
,,,,,,,,320,22199.645258195877,69697.37361268968,3446.0642352120485
,,,,,,,,321,22622.83947145687,73070.06980762581,3588.4801611142925
,,,,,,,,322,22112.399057831644,74334.7055203271,3639.6295429524225
,,,,,,,,323,22542.613080317347,74742.87898192061,3650.661762564568
,,,,,,,,324,22526.56780208944,73545.43644348656,3597.506522615139
,,,,,,,,325,23350.893971048063,74544.30810871295,3640.632472008072
,,,,,,,,326,24141.12392377239,75617.39313059273,3708.8316477922453
,,,,,,,,327,23905.458899800033,74315.65073956475,3648.655904453269
,,,,,,,,328,24271.491809374118,73665.78242724878,3614.5563165611825
,,,,,,,,329,24629.50207983425,73731.972718318,3618.568032783781
,,,,,,,,330,25356.553749536197,75346.61466712774,3707.828718736596
,,,,,,,,331,25306.412255073992,75672.55170648373,3713.8462930704936
,,,,,,,,332,28521.484879990465,85047.5038415604,4177.199516780612
,,,,,,,,333,28588.67448256982,86062.4216379551,4230.354756730041
,,,,,,,,334,27739.277566380093,83547.19057732477,4092.953476106045
,,,,,,,,335,26387.462875679095,79968.90332679487,3903.3998845882693
,,,,,,,,336,24373.78045807701,74300.60749159448,3611.5475293942336
,,,,,,,,337,22068.274542704905,66894.31507422806,3239.4608497482295
,,,,,,,,338,19625.38093250636,59217.24419339667,2856.34195049008
,,,,,,,,339,18398.919977960868,55337.0891002632,2665.7854299166547
,,,,,,,,340,18184.31438166264,54645.09969363046,2639.7092744697648
,,,,,,,,341,17997.78802226324,54661.145824798754,2646.729777859312
,,,,,,,,342,17921.572950680693,54771.462976580784,2654.7532103045087
,,,,,,,,343,18644.613300825666,57144.284623092484,2777.110555093761
,,,,,,,,344,20160.89209336269,60515.97793483059,2963.6553594445877
,,,,,,,,345,20968.170154204166,64401.14744395414,3141.173802294568
,,,,,,,,346,21375.319089237255,66850.18821351526,3257.5135727499223
,,,,,,,,347,21989.050981454624,68288.32271947374,3323.7068904227963
,,,,,,,,348,21900.801951201145,68172.99115170162,3322.703961367147
,,,,,,,,349,22767.246975508016,69922.01944904582,3403.941214874765
,,,,,,,,350,23870.35985367649,72299.85551154762,3533.319063053564
,,,,,,,,351,23875.37400312271,72120.33941910231,3529.307346830966
,,,,,,,,352,24282.522938155802,72214.61043971605,3530.3102758866153
,,,,,,,,353,24576.35209570431,72890.5537151805,3564.409863778702
,,,,,,,,354,25402.683924441422,74570.38307186143,3655.6764078428164
,,,,,,,,355,25599.23858273326,75416.81649098903,3686.767208567954
,,,,,,,,356,28399.13963350269,83090.87872222638,4068.8831787704544
,,,,,,,,357,28317.91041247392,83057.78357669176,4071.8919659374033
,,,,,,,,358,27106.49190626709,78912.86731928142,3856.2622189727376
,,,,,,,,359,25588.207453951574,74016.79154655525,3606.5328841159853
,,,,,,,,360,23332.84303304167,67307.50295181168,3266.539934250769
,,,,,,,,361,20676.346656434143,59317.532513198516,2864.3653829352766
,,,,,,,,362,17287.784460678446,49499.30600459768,2336.8246996635835
,,,,,,,,363,16257.87816442479,46369.30754358203,2184.3794832048434
,,,,,,,,364,15807.607544154203,44880.0259945246,2113.171520253721
,,,,,,,,365,15678.24248844172,44623.287895831876,2108.1568749754733
,,,,,,,,366,15700.30474600509,44992.34891270267,2130.2213141997645
,,,,,,,,367,16604.857306103237,48272.77985342109,2294.7016793263
,,,,,,,,368,17832.32109053797,53721.44426825544,2579.533531130788
,,,,,,,,369,19875.085574928133,59652.495501336685,2873.391744436123
,,,,,,,,370,20660.301378206237,61731.472370828975,2964.658288500237
,,,,,,,,371,21420.446434253237,63597.83800234135,3027.8428190061627
,,,,,,,,372,21664.134097339545,65859.339613873,3138.1650151276194
,,,,,,,,373,22409.236705047886,68207.08918043424,3256.510643694273
,,,,,,,,374,22931.711077344044,69787.63310051135,3338.7508262575407
,,,,,,,,375,22936.725226790266,69978.18090813486,3350.7859749253357
,,,,,,,,376,23153.336482866984,70815.58837848029,3400.9324277078163
,,,,,,,,377,24650.561507508373,74799.04044100965,3620.5738908950802
,,,,,,,,378,26491.757184160477,79978.93215877506,3904.4028136439188
,,,,,,,,379,28550.566946778545,86105.54561546989,4226.343040507442
,,,,,,,,380,27612.921000335344,84807.814757234,4133.070638332029
,,,,,,,,381,24263.469170260163,74925.40372395999,3598.5094516707886
,,,,,,,,382,22796.329042296096,69796.65904929352,3329.724464756694
,,,,,,,,383,21435.4888825919,65260.61834465597,3098.047852901635
,,,,,,,,384,19574.236608154915,59061.7972977038,2791.1515618728554
,,,,,,,,385,18152.223825206827,53578.031970938806,2523.3695040144103
,,,,,,,,386,16251.861185089325,49133.25363732094,2311.7514732723434
,,,,,,,,387,15388.424650450184,46695.24458293804,2194.4087737613395
,,,,,,,,388,14976.261565970874,45185.905369920234,2119.189094587619
,,,,,,,,389,14973.253076303141,45041.49018940557,2116.18030742067
,,,,,,,,390,15221.95488883567,45571.01251795933,2143.2593919232095
